상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805337275,센트럴이벤트,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100114320000,1,대지,1432.0,,경기도 안양시 만안구 안양동 1432,411714346052.0,경기도 안양시 만안구 덕천로152번길,25.0,,4117110100101890000020804,안양아이에스BIZ타워센트럴,경기도 안양시 만안구 덕천로152번길 25,430017.0,14084,,2,,126.938297255633,37.3928838102615
MA010120220805317285,스마트뷰티랩,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200117250001,1,대지,1725.0,1.0,경기도 안양시 동안구 관양동 1725-1,411733183022.0,경기도 안양시 동안구 동편로,6.0,,4117310200117250001000001,스마트프라자,경기도 안양시 동안구 동편로 6,431061.0,13929,,,,126.971462146094,37.4055575860981
MA010120220805345652,대한중앙법무사법인,,M1,과학·기술,M103,법무관련 ,M10303,법무사,M71103,법무사업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109950005,1,대지,995.0,5.0,경기도 안양시 동안구 호계동 995-5,411732012008.0,경기도 안양시 동안구 경수대로,558.0,,4117310400109950005006105,,경기도 안양시 동안구 경수대로 558,431841.0,14112,,3,,126.9581843937,37.372516367586
MA010120220805317251,더벤티안양,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41173,안양시 동안구,41173520,비산2동,4117310100,비산동,4117310100104080000,1,대지,408.0,,경기도 안양시 동안구 비산동 408,411734349042.0,경기도 안양시 동안구 관악대로106번길,72.0,,4117310100104100000009512,비산롯데캐슬,경기도 안양시 동안구 관악대로106번길 72,431762.0,13954,,,,126.940147113789,37.3978562576009
MA0101202209A0097971,강원농산,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,채소; 과실 및 뿌리작물 소매업,41,경기도,41173,안양시 동안구,41173578,귀인동,4117310300,평촌동,4117310300109340001,1,대지,934.0,1.0,경기도 안양시 동안구 평촌동 934-1,411732000018.0,경기도 안양시 동안구 흥안대로,313.0,,4117310300109340001004822,안양시농수산물도매시장,경기도 안양시 동안구 흥안대로 313,431802.0,14104,,1,,126.970470476524,37.3830943779952
MA0101202209A0041933,모어먼츠커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41173,안양시 동안구,41173520,비산2동,4117310100,비산동,4117310100104110008,1,대지,411.0,8.0,경기도 안양시 동안구 비산동 411-8,411732182001.0,경기도 안양시 동안구 관악대로,104.0,,4117310100104110008003537,부방유통,경기도 안양시 동안구 관악대로 104,431821.0,13954,,4,,126.935328655428,37.3983626170864
MA0101202209A0040427,대박PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100107110317,1,대지,711.0,317.0,경기도 안양시 만안구 안양동 711-317,411713182023.0,경기도 안양시 만안구 장내로,95.0,,4117110100107110317012171,,경기도 안양시 만안구 장내로 95,430832.0,14002,,2,,126.918922053346,37.3957358254797
MA0101202209A0024158,비제이에스영어교습소,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173578,귀인동,4117310300,평촌동,4117310300109220010,1,대지,922.0,10.0,경기도 안양시 동안구 평촌동 922-10,411732183002.0,경기도 안양시 동안구 평촌대로,110.0,,4117310300109220010008096,갈산프라자빌딩,경기도 안양시 동안구 평촌대로 110,431802.0,14103,,4,,126.961277858817,37.3823472005289
MA0101202209A0044026,피오나,,G2,소매,G209,섬유·의복·신발 소매,G20903,유아용 의류 소매업,G47417,유아용 의류 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200108910000,1,대지,891.0,,경기도 안양시 동안구 관양동 891,411734349127.0,경기도 안양시 동안구 벌말로102번길,49.0,,4117310200108910000006718,안양스마트베이2,경기도 안양시 동안구 벌말로102번길 49,431804.0,14057,,5,,126.971350033723,37.3980597462114
MA0101202209A0096575,에센티아,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200118020000,1,대지,1802.0,,경기도 안양시 동안구 관양동 1802,411733196015.0,경기도 안양시 동안구 벌말로,126.0,,4117310200108130000014292,평촌오비즈타워,경기도 안양시 동안구 벌말로 126,431062.0,14057,,,,126.970290999588,37.3995192654742
MA0101202209A0082865,에프에스씨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740100,1,대지,674.0,100.0,경기도 안양시 만안구 안양동 674-100,411713182003.0,경기도 안양시 만안구 만안로,209.0,,4117110100106740100008395,,경기도 안양시 만안구 만안로 209,430831.0,13992,,,,126.923702983022,37.3994287437054
MA0101202209A0071542,킴브로스피자&파스타안양점,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300100490006,1,대지,49.0,6.0,경기도 안양시 만안구 박달동 49-6,411714346233.0,경기도 안양시 만안구 양화로127번길,8.0,,4117110300100490006006894,,경기도 안양시 만안구 양화로127번길 8,430846.0,13984,,1,,126.909057452176,37.4038809189157
MA0101202209A0013361,니쥬,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740243,1,대지,674.0,243.0,경기도 안양시 만안구 안양동 674-243,411714346301.0,경기도 안양시 만안구 장내로143번길,29.0,,4117110100106740243013422,,경기도 안양시 만안구 장내로143번길 29,430831.0,13992,,1,,126.922498644878,37.3991384453814
MA0101202209A0019469,짐포미,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100114320000,1,대지,1432.0,,경기도 안양시 만안구 안양동 1432,411714346052.0,경기도 안양시 만안구 덕천로152번길,25.0,,4117110100101890000020804,안양아이에스BIZ타워센트럴,경기도 안양시 만안구 덕천로152번길 25,430017.0,14084,,2,,126.938297255633,37.3928838102615
MA0101202209A0052392,키위영어학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41171,안양시 만안구,41171621,박달1동,4117110300,박달동,4117110300101080006,1,대지,108.0,6.0,경기도 안양시 만안구 박달동 108-6,411714346235.0,경기도 안양시 만안구 양화로135번길,61.0,,4117110300101080006007661,,경기도 안양시 만안구 양화로135번길 61,430031.0,13983,,2,,126.905801917408,37.404058078567
MA0101202209A0008040,헵시바,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100107110084,1,대지,711.0,84.0,경기도 안양시 만안구 안양동 711-84,411714346036.0,경기도 안양시 만안구 냉천로193번길,25.0,,4117110100107110084008713,,경기도 안양시 만안구 냉천로193번길 25,430832.0,14002,,,,126.918335011007,37.3965053702035
MA0101202209A0099362,신신유통,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100107110002,1,대지,711.0,2.0,경기도 안양시 만안구 안양동 711-2,411713182007.0,경기도 안양시 만안구 병목안로,25.0,,4117110100107110002018155,삼덕빌딩,경기도 안양시 만안구 병목안로 25,430832.0,14002,,5,,126.918254074848,37.3982076370145
MA0101202209A0100218,체리쉬[소중히여기다],,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173546,달안동,4117310100,비산동,4117310100111120001,1,대지,1112.0,1.0,경기도 안양시 동안구 비산동 1112-1,411732182002.0,경기도 안양시 동안구 시민대로,187.0,,4117310100111120001005163,안양건설타워,경기도 안양시 동안구 시민대로 187,431811.0,14047,,6,,126.951751772002,37.391778402093
MA0101202209A0012865,자미아모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740022,1,대지,674.0,22.0,경기도 안양시 만안구 안양동 674-22,411714346299.0,경기도 안양시 만안구 장내로139번길,56.0,11.0,4117110100106740022008407,,경기도 안양시 만안구 장내로139번길 56-11,430831.0,13992,,4,,126.921814942842,37.4003486464469
MA0101202209A0055296,샤오바오,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740295,1,대지,674.0,295.0,경기도 안양시 만안구 안양동 674-295,411714346299.0,경기도 안양시 만안구 장내로139번길,59.0,,4117110100106740295008321,,경기도 안양시 만안구 장내로139번길 59,430831.0,13992,,1,,126.92112033082,37.3999548536945
MA0101202209A0033488,파티오벨라,,S2,수리·개인,S211,기타 개인,S21101,예식장업,S96991,예식장업,41,경기도,41173,안양시 동안구,41173540,부흥동,4117310100,비산동,4117310100111040001,1,대지,1104.0,1.0,경기도 안양시 동안구 비산동 1104-1,411734349145.0,경기도 안양시 동안구 시민대로159번길,25.0,,4117310100111040001005175,FESTAVIA,경기도 안양시 동안구 시민대로159번길 25,431817.0,14048,,,,126.94754500741,37.3905696496431
MA0101202209A0080095,찐하오마라탕,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109590001,1,대지,959.0,1.0,경기도 안양시 동안구 호계동 959-1,411732012008.0,경기도 안양시 동안구 경수대로,555.0,,4117310400109590001014217,개성하이뷰,경기도 안양시 동안구 경수대로 555,431840.0,14116,,2,,126.957319508425,37.3721933716193
MA0101202209A0044946,얼룩말식당,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110660002,1,대지,1066.0,2.0,경기도 안양시 동안구 호계동 1066-2,411734349094.0,경기도 안양시 동안구 귀인로172번길,62.0,,4117310400110660002005025,,경기도 안양시 동안구 귀인로172번길 62,431827.0,14099,,1,,126.959599441568,37.3820531151435
MA0101202209A0066948,어바인4층약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109490003,1,대지,949.0,3.0,경기도 안양시 동안구 호계동 949-3,411732012008.0,경기도 안양시 동안구 경수대로,563.0,,4117310400109490003000001,현대제우스타워,경기도 안양시 동안구 경수대로 563,431839.0,14116,,4,,126.957082379399,37.3730112533207
MA0101202209A0070419,일행떡볶이&닭강정,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56111,한식 일반 음식점업,41,경기도,41171,안양시 만안구,41171530,안양3동,4117110100,안양동,4117110100108730353,1,대지,873.0,353.0,경기도 안양시 만안구 안양동 873-353,411714346260.0,경기도 안양시 만안구 양화로72번길,31.0,,4117110100108730353005207,,경기도 안양시 만안구 양화로72번길 31,430838.0,14005,,1,,126.914729964357,37.3997972535907
MA0101202209A0019372,낮밤,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400105550009,1,대지,555.0,9.0,경기도 안양시 동안구 호계동 555-9,411733182030.0,경기도 안양시 동안구 엘에스로,76.0,,4117310400105550009005725,국제유통단지가동,경기도 안양시 동안구 엘에스로 76,431763.0,14117,,,,126.953115593581,37.3700387228742
MA0101202209A0051633,에스엠공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115050029,1,대지,1505.0,29.0,경기도 안양시 동안구 관양동 1505-29,411733012010.0,경기도 안양시 동안구 안양판교로,20.0,,4117310200115050029003477,신한데뷰오피스텔,경기도 안양시 동안구 안양판교로 20,431810.0,13943,,,,126.978039798079,37.400289325736
MA0101202209A0035913,숨인테리어,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42412,도배; 실내 장식 및 내장 목공사업,41,경기도,41173,안양시 동안구,41173600,호계3동,4117310400,호계동,4117310400108220007,1,대지,822.0,7.0,경기도 안양시 동안구 호계동 822-7,411733012017.0,경기도 안양시 동안구 호성로,49.0,,4117310400108220007006224,두성상가,경기도 안양시 동안구 호성로 49,431083.0,14127,,1,,126.964773385904,37.3662757484976
MA0101202209A0015618,금성당,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109250016,1,대지,925.0,16.0,경기도 안양시 동안구 호계동 925-16,411733183004.0,경기도 안양시 동안구 귀인로,109.0,,4117310400109250016004182,,경기도 안양시 동안구 귀인로 109,431837.0,14078,,1,,126.951765928966,37.3826507276363
MA0101202209A0041958,마시쩡아이스크림할인점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,41,경기도,41171,안양시 만안구,41171530,안양3동,4117110100,안양동,4117110100108990008,1,대지,899.0,8.0,경기도 안양시 만안구 안양동 899-8,411714346201.0,경기도 안양시 만안구 안양로329번길,104.0,,4117110100108990008011440,,경기도 안양시 만안구 안양로329번길 104,430838.0,14005,,1,,126.913482779479,37.4009121258478
MA0101202209A0029642,엘디씨615,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200109540011,1,대지,954.0,11.0,경기도 안양시 동안구 관양동 954-11,,경기도 안양시 동안구,,,4117310200109540011000001,대영알씨,경기도 안양시 동안구 ,431804.0,14059,,,,126.97156421387,37.3923037947123
MA0101202209A0077163,타논55롯데백화점,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110390000,1,대지,1039.0,,경기도 안양시 동안구 호계동 1039,411732182002.0,경기도 안양시 동안구 시민대로,180.0,,4117310400110390000000001,GSQURE;롯데백화점평촌점,경기도 안양시 동안구 시민대로 180,431812.0,14073,,7,,126.95000471725,37.3899157174095
MA0101202209A0000974,한끼,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200118020000,1,대지,1802.0,,경기도 안양시 동안구 관양동 1802,411733196015.0,경기도 안양시 동안구 벌말로,126.0,,4117310200108130000014292,평촌오비즈타워,경기도 안양시 동안구 벌말로 126,431062.0,14057,,,,126.970290999588,37.3995192654742
MA0101202209A0030028,쉐프의김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109860027,1,대지,986.0,27.0,경기도 안양시 동안구 호계동 986-27,411734349021.0,경기도 안양시 동안구 경수대로570번길,5.0,,4117310400109860027008305,,경기도 안양시 동안구 경수대로570번길 5,431841.0,14109,,1,,126.957984826769,37.3738842338505
MA0101202209A0074909,에스씨홈케어,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114740027,1,대지,1474.0,27.0,경기도 안양시 동안구 관양동 1474-27,411734349072.0,경기도 안양시 동안구 관악대로434번길,9.0,21.0,4117310200114740027001584,,경기도 안양시 동안구 관악대로434번길 9-21,431810.0,13949,,,,126.97225167224,37.4039875879548
MA0101202212A0006326,작은공간,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100102010001,1,대지,201.0,1.0,경기도 안양시 만안구 안양동 201-1,411713183014.0,경기도 안양시 만안구 덕천로,72.0,,4117110100102010001013575,,경기도 안양시 만안구 덕천로 72,430817.0,14087,,2,,126.935314869015,37.3873605011041
MA0101202212A0094835,더레이즈,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116020006,1,대지,1602.0,6.0,경기도 안양시 동안구 관양동 1602-6,411734349080.0,경기도 안양시 동안구 관평로182번길,23.0,,4117310200116020006007279,무지개상가,경기도 안양시 동안구 관평로182번길 23,431815.0,14066,,4,,126.96158358273,37.3937483799797
MA0101202212A0033410,웰스케어협동조합,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115940000,1,대지,1594.0,,경기도 안양시 동안구 관양동 1594,411732182002.0,경기도 안양시 동안구 시민대로,267.0,,4117310200115940000007395,아크로팰리스,경기도 안양시 동안구 시민대로 267,431700.0,14054,,,,126.959709295385,37.3945338536909
MA0101202212A0009014,무드부띠끄왁싱,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110480002,1,대지,1048.0,2.0,경기도 안양시 동안구 호계동 1048-2,411734349198.0,경기도 안양시 동안구 평촌대로211번길,16.0,,4117310400110480002005132,삼희월드프라자,경기도 안양시 동안구 평촌대로211번길 16,431778.0,14072,,3,,126.955023831093,37.3903656582028
MA0101202212A0092491,아르테헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100100180001,1,대지,18.0,1.0,경기도 안양시 만안구 안양동 18-1,411714346005.0,경기도 안양시 만안구 경수대로1166번길,9.0,,4117110100100180001013385,,경기도 안양시 만안구 경수대로1166번길 9,430812.0,13914,,1,,126.918514655743,37.4154383004325
MA0101202212A0061612,마라689,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110650005,1,대지,1065.0,5.0,경기도 안양시 동안구 호계동 1065-5,411732183002.0,경기도 안양시 동안구 평촌대로,119.0,,4117310400110650005004643,원평비젼프라자,경기도 안양시 동안구 평촌대로 119,431827.0,14099,,1,,126.959851156107,37.3826320125874
MA0101202212A0098773,에이스랭귀지어학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110450002,1,대지,1045.0,2.0,경기도 안양시 동안구 호계동 1045-2,411734349201.0,경기도 안양시 동안구 평촌대로223번길,64.0,,4117310400110450002003555,제일빌딩,경기도 안양시 동안구 평촌대로223번길 64,431903.0,14072,,4,,126.952243709995,37.3905122596017
MA0101202212A0002803,제이앤비,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100100700000,1,대지,70.0,,경기도 안양시 만안구 안양동 70,411714346002.0,경기도 안양시 만안구 경수대로1001번길,116.0,,4117110100100700000004740,대우아파트,경기도 안양시 만안구 경수대로1001번길 116,430712.0,13959,,,,126.922473843273,37.4063917649578
MA0101202212A0062063,풍년,,G2,소매,G205,식료품 소매,G20507,아이스크림 할인점,G47216,빵류; 과자류 및 당류 소매업,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100108470047,1,대지,847.0,47.0,경기도 안양시 만안구 안양동 847-47,411714346205.0,경기도 안양시 만안구 안양로360번길,7.0,,4117110100108470047013227,,경기도 안양시 만안구 안양로360번길 7,430833.0,13991,,,,126.917891307797,37.4037999092555
MA0101202212A0093739,정보공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300100630002,1,대지,63.0,2.0,경기도 안양시 동안구 평촌동 63-2,411734349235.0,경기도 안양시 동안구 흥안대로456번길,52.0,,4117310300100630002006266,,경기도 안양시 동안구 흥안대로456번길 52,431070.0,14062,,1,,126.978457674331,37.393634053924
MA0101202212A0022104,루크54,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200115880006,1,대지,1588.0,6.0,경기도 안양시 동안구 관양동 1588-6,411733183008.0,경기도 안양시 동안구 부림로,171.0,,4117310200115880006004366,평촌라츠오피스텔,경기도 안양시 동안구 부림로 171,431814.0,14051,,4,,126.961351788891,37.398269693251
MA0101202212A0063929,잇쇼타코야끼&카페안양관양점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200113920017,1,대지,1392.0,17.0,경기도 안양시 동안구 관양동 1392-17,411734349053.0,경기도 안양시 동안구 관악대로287번길,88.0,,4117310200113920017000692,,경기도 안양시 동안구 관악대로287번길 88,431805.0,13933,,,,126.954965163225,37.4067915490772
MA0101202212A0040706,구찌,,S2,수리·개인,S208,욕탕·신체관리,S20803,체형/비만 관리,S96129,체형 등 기타 신체 관리 서비스업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116030006,1,대지,1603.0,6.0,경기도 안양시 동안구 관양동 1603-6,411734349080.0,경기도 안양시 동안구 관평로182번길,24.0,,4117310200116030006004625,,경기도 안양시 동안구 관평로182번길 24,431815.0,14066,,,,126.961646257689,37.3932983973973
MA0101202212A0031807,내가식품,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114200046,1,대지,1420.0,46.0,경기도 안양시 동안구 관양동 1420-46,411734349060.0,경기도 안양시 동안구 관악대로339번길,12.0,,4117310200114200046000201,,경기도 안양시 동안구 관악대로339번길 12,431807.0,13938,,1,,126.960351435372,37.4044602266714
MA0101202212A0084150,상상인테리어,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42412,도배; 실내 장식 및 내장 목공사업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200117440000,1,대지,1744.0,,경기도 안양시 동안구 관양동 1744,411734349275.0,경기도 안양시 동안구 시민대로327번길,11.0,41.0,4117310200117440000000001,,경기도 안양시 동안구 시민대로327번길 11-41,431062.0,14055,,3,,126.963126006035,37.3981951586454
MA0101202212A0100353,훌랄라인덕원점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115000005,1,대지,1500.0,5.0,경기도 안양시 동안구 관양동 1500-5,411734349178.0,경기도 안양시 동안구 인덕원로24번길,65.0,,4117310200115000005006947,,경기도 안양시 동안구 인덕원로24번길 65,431846.0,13951,,1,,126.97551170839,37.399321328335
MA0101202212A0020855,시소,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,41,경기도,41173,안양시 동안구,41173552,관양동,4117310200,관양동,4117310200114330022,1,대지,1433.0,22.0,경기도 안양시 동안구 관양동 1433-22,411732182001.0,경기도 안양시 동안구 관악대로,399.0,,4117310200114330022003324,,경기도 안양시 동안구 관악대로 399,431807.0,13939,,5,,126.967098435582,37.4050059372336
MA0101202212A0090992,까사라이브7080,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41173,안양시 동안구,41173566,부림동,4117310200,관양동,4117310200116030008,1,대지,1603.0,8.0,경기도 안양시 동안구 관양동 1603-8,411734349080.0,경기도 안양시 동안구 관평로182번길,30.0,,4117310200116030009004623,한솔빌딩,경기도 안양시 동안구 관평로182번길 30,431786.0,14066,,,,126.962152165845,37.3934650307746
MA0101202212A0068813,유일구조기술사건축사사무소,,M1,과학·기술,M109,기술 서비스,M10903,건물 및 토목 엔지니어링 서비스업,M72121,건물 및 토목 엔지니어링 서비스업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200108100000,1,대지,810.0,,경기도 안양시 동안구 관양동 810,411733012016.0,경기도 안양시 동안구 학의로,282.0,,4117310200108100000012996,금강펜테리움IT타워,경기도 안양시 동안구 학의로 282,431810.0,14056,,,,126.969117880431,37.4010588758945
MA0101202212A0032035,안스피아노교습소,,P1,교육,P106,기타 교육,P10609,음악학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173630,갈산동,4117310400,호계동,4117310400110850007,1,대지,1085.0,7.0,경기도 안양시 동안구 호계동 1085-7,411734349024.0,경기도 안양시 동안구 경수대로596번길,61.0,6.0,4117310400110850007004669,,경기도 안양시 동안구 경수대로596번길 61-6,431800.0,14109,,1,,126.959813416412,37.3771892309258
MA0101202212A0074920,신스,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114880029,1,대지,1488.0,29.0,경기도 안양시 동안구 관양동 1488-29,411732182001.0,경기도 안양시 동안구 관악대로,488.0,,4117310200114880039001214,인덕원메트로빌,경기도 안양시 동안구 관악대로 488,431846.0,13951,,1,,126.975621603355,37.4020344889429
MA0101202212A0077357,렛츠점핑다이어트&체온테라피,,R1,예술·스포츠,R103,스포츠 서비스,R10316,스쿼시/라켓볼장,R91139,그 외 기타 스포츠시설 운영업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100105500001,1,대지,550.0,1.0,경기도 안양시 동안구 비산동 550-1,411732182001.0,경기도 안양시 동안구 관악대로,103.0,,4117310100105500001009779,103에비뉴,경기도 안양시 동안구 관악대로 103,431822.0,13924,,10,,126.935430622812,37.3991384495267
MA0101202212A0009847,비니뷰티,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114680010,1,대지,1468.0,10.0,경기도 안양시 동안구 관양동 1468-10,411734349071.0,경기도 안양시 동안구 관악대로418번길,26.0,,4117310200114680010001380,,경기도 안양시 동안구 관악대로418번길 26,431808.0,13948,,,,126.969311414615,37.4034213540324
